DevolucionID,VentaID,ClienteID,FechaDevolucion,Motivo
D01018,V005045,C01020,2025-04-05,Producto incorrecto
D01019,V005051,C00398,2025-03-04,Producto defectuoso
D01020,V005052,C00122,2025-11-16,Producto dañado
D01021,V005053,C00242,2025-04-07,Producto incorrecto
D01022,V005055,C01079,2025-01-25,Producto incorrecto
D01023,V005068,C00111,2026-01-16,Producto defectuoso
D01024,V005079,C00056,2025-02-16,Cambio de opinión
D01025,V005083,C00408,2025-09-04,Cambio de opinión
D01026,V005087,C00344,2025-02-27,Cambio de opinión
D01027,V005094,C00589,2025-07-31,Producto dañado
D01028,V005095,C00042,2026-01-20,Producto incorrecto
D01029,V005102,C00146,2025-08-12,Cambio de opinión
D01030,V005103,C00872,2025-08-02,Cambio de opinión
D01031,V005106,C00002,2025-10-08,Producto incorrecto
D01032,V005109,C00026,2025-08-12,Entrega tardía
D01033,V005111,C00339,2025-09-07,Cambio de opinión
D01034,V005118,C00321,2025-08-26,Entrega tardía
D01035,V005119,C00100,2025-12-31,Producto incorrecto
D01036,V005123,C00489,2025-10-21,Entrega tardía
D01037,V005126,C00903,2025-05-19,Cambio de opinión
D01038,V005129,C00821,2025-01-17,Entrega tardía
D01039,V005130,C00761,2025-04-12,Producto dañado
D01040,V005142,C00181,2025-03-09,Entrega tardía
D01041,V005154,C00590,2025-11-02,Entrega tardía
D01042,V005163,C00658,2025-05-22,Entrega tardía
D01043,V005166,C00837,2025-01-29,Entrega tardía
D01044,V005167,C01140,2025-04-30,Producto dañado
D01045,V005168,C00842,2025-08-25,Cambio de opinión
D01046,V005172,C00724,2025-02-13,Producto defectuoso
D01047,V005179,C01163,2025-06-20,Entrega tardía
D01048,V005186,C01019,2025-11-25,Producto dañado
D01049,V005188,C00857,2025-11-08,Producto dañado
D01050,V005189,C00710,2025-01-19,Entrega tardía
D01051,V005198,C00637,2025-11-21,Producto dañado
D01052,V005199,C00132,2025-06-23,Producto defectuoso
D01053,V005203,C00479,2025-05-02,Producto defectuoso
D01054,V005206,C00895,2025-05-23,Producto dañado
D01055,V005222,C01156,2025-06-29,Producto incorrecto
D01056,V005231,C00724,2025-09-25,Cambio de opinión
D01057,V005233,C00484,2025-02-01,Producto incorrecto
D01058,V005241,C00937,2025-06-26,Entrega tardía
D01059,V005242,C00821,2025-07-17,Cambio de opinión
D01060,V005243,C00175,2025-06-01,Producto incorrecto
D01061,V005244,C00170,2025-10-18,Producto defectuoso
D01062,V005247,C00642,2025-11-27,Entrega tardía
D01063,V005248,C00835,2025-01-29,Cambio de opinión
D01064,V005249,C00437,2025-01-31,Producto dañado
D01065,V005253,C01149,2025-05-13,Producto dañado
D01066,V005259,C00746,2025-07-15,Producto incorrecto
D01067,V005262,C00317,2025-06-20,Cambio de opinión
D01068,V005264,C00018,2025-11-12,Producto defectuoso
D01069,V005268,C01119,2025-07-09,Producto dañado
D01070,V005269,C00618,2025-02-27,Cambio de opinión
D01071,V005273,C00407,2026-01-05,Producto defectuoso
D01072,V005275,C00508,2025-12-11,Producto incorrecto
D01073,V005279,C00956,2026-01-01,Producto defectuoso
D01074,V005280,C00460,2025-06-11,Cambio de opinión
D01075,V005285,C00390,2025-09-06,Producto defectuoso
D01076,V005290,C00181,2025-04-21,Producto incorrecto
D01077,V005295,C00717,2025-02-25,Producto dañado
D01078,V005296,C00591,2026-01-03,Producto defectuoso
D01079,V005298,C00581,2025-01-24,Producto incorrecto
D01080,V005300,C00442,2025-05-14,Producto defectuoso
D01081,V005303,C00878,2025-10-09,Cambio de opinión
D01082,V005310,C00214,2025-04-20,Producto defectuoso
D01083,V005315,C00328,2025-08-10,Cambio de opinión
D01084,V005317,C00241,2025-05-25,Entrega tardía
D01085,V005320,C00571,2025-06-30,Producto incorrecto
D01086,V005324,C00804,2025-07-07,Producto incorrecto
D01087,V005327,C00781,2025-12-10,Producto defectuoso
D01088,V005328,C00646,2025-10-25,Entrega tardía
D01089,V005329,C00364,2025-07-20,Cambio de opinión
D01090,V005335,C01016,2025-10-13,Entrega tardía
D01091,V005344,C00447,2025-10-13,Cambio de opinión
D01092,V005346,C00855,2025-04-10,Producto incorrecto
D01093,V005350,C00589,2025-07-10,Producto incorrecto
D01094,V005353,C00296,2025-09-30,Entrega tardía
D01095,V005365,C00995,2025-11-07,Entrega tardía
D01096,V005368,C00148,2025-01-26,Producto defectuoso
D01097,V005371,C01187,2025-12-02,Cambio de opinión
D01098,V005375,C00444,2025-03-10,Entrega tardía
D01099,V005380,C00078,2025-09-21,Producto dañado
D01100,V005382,C00495,2025-03-29,Cambio de opinión
D01101,V005397,C00323,2025-08-08,Producto defectuoso
D01102,V005399,C00009,2025-05-01,Producto defectuoso
D01103,V005400,C00145,2025-08-04,Producto incorrecto
D01104,V005403,C01032,2025-10-16,Producto incorrecto
D01105,V005405,C00775,2026-01-11,Cambio de opinión
D01106,V005410,C01065,2025-04-27,Cambio de opinión
D01107,V005418,C00431,2025-10-02,Producto dañado
D01108,V005420,C00816,2025-11-05,Producto defectuoso
D01109,V005423,C00707,2025-04-30,Entrega tardía
D01110,V005435,C00501,2025-03-03,Producto incorrecto
D01111,V005436,C00370,2025-07-20,Cambio de opinión
D01112,V005437,C01066,2025-04-20,Producto dañado
D01113,V005452,C00968,2025-01-31,Cambio de opinión
D01114,V005453,C00732,2025-04-21,Producto incorrecto
D01115,V005454,C00007,2025-07-03,Producto defectuoso
D01116,V005457,C01129,2025-05-06,Entrega tardía
D01117,V005460,C00439,2025-01-26,Cambio de opinión
D01118,V005463,C00969,2025-04-13,Producto incorrecto
D01119,V005467,C00874,2025-07-30,Producto incorrecto
D01120,V005474,C00647,2025-02-14,Producto dañado
D01121,V005479,C00102,2025-10-22,Entrega tardía
D01122,V005482,C00258,2025-12-08,Producto defectuoso
D01123,V005484,C01111,2025-12-12,Producto defectuoso
D01124,V005490,C00636,2025-10-07,Producto dañado
D01125,V005494,C00522,2025-03-06,Producto defectuoso
D01126,V005495,C00676,2025-02-21,Producto defectuoso
D01127,V005496,C01079,2025-04-30,Producto defectuoso
D01128,V005497,C01165,2025-10-07,Entrega tardía
D01129,V005503,C00447,2025-12-03,Cambio de opinión
D01130,V005504,C00831,2025-04-05,Producto defectuoso
D01131,V005507,C00263,2025-09-14,Producto dañado
D01132,V005513,C00350,2025-04-14,Entrega tardía
D01133,V005523,C00971,2025-08-08,Producto dañado
D01134,V005525,C01098,2025-11-15,Entrega tardía
D01135,V005529,C00123,2025-04-23,Producto defectuoso
D01136,V005531,C00451,2025-06-20,Producto incorrecto
D01137,V005532,C00641,2025-08-26,Producto dañado
D01138,V005536,C00076,2025-01-24,Cambio de opinión
D01139,V005543,C00391,2025-04-18,Cambio de opinión
D01140,V005549,C00242,2025-06-04,Cambio de opinión
D01141,V005557,C00815,2025-08-23,Producto dañado
D01142,V005559,C00003,2025-04-09,Producto incorrecto
D01143,V005561,C00084,2025-06-25,Producto defectuoso
D01144,V005580,C00639,2025-07-23,Producto defectuoso
D01145,V005588,C00717,2025-01-16,Producto incorrecto
D01146,V005608,C00830,2025-08-01,Entrega tardía
D01147,V005610,C00099,2025-07-19,Producto incorrecto
D01148,V005619,C00090,2025-12-24,Producto defectuoso
D01149,V005621,C00208,2025-10-13,Cambio de opinión
D01150,V005630,C00410,2025-04-18,Entrega tardía
D01151,V005637,C00860,2025-09-26,Producto incorrecto
D01152,V005648,C01064,2025-09-26,Cambio de opinión
D01153,V005653,C00455,2025-04-15,Producto defectuoso
D01154,V005664,C00347,2025-05-29,Cambio de opinión
D01155,V005668,C01195,2025-03-07,Producto dañado
D01156,V005669,C00097,2025-02-19,Entrega tardía
D01157,V005670,C00984,2025-02-25,Producto incorrecto
D01158,V005673,C00532,2025-06-22,Producto defectuoso
D01159,V005680,C00335,2025-02-18,Producto dañado
D01160,V005690,C00889,2025-01-07,Producto incorrecto
D01161,V005696,C00858,2025-10-05,Producto dañado
D01162,V005698,C00352,2025-05-04,Entrega tardía
D01163,V005711,C00258,2026-01-08,Producto defectuoso
D01164,V005713,C01190,2025-12-16,Entrega tardía
D01165,V005715,C00848,2025-04-17,Entrega tardía
D01166,V005717,C00364,2025-10-17,Producto dañado
D01167,V005725,C00448,2025-08-26,Producto defectuoso
D01168,V005726,C01144,2025-10-13,Entrega tardía
D01169,V005728,C01051,2025-10-03,Producto incorrecto
D01170,V005732,C00588,2025-03-22,Producto defectuoso
D01171,V005739,C00044,2025-02-18,Cambio de opinión
D01172,V005748,C00628,2025-08-01,Entrega tardía
D01173,V005749,C00704,2025-10-28,Entrega tardía
D01174,V005750,C00806,2025-12-12,Producto dañado
D01175,V005758,C00018,2025-10-22,Producto incorrecto
D01176,V005766,C00583,2025-11-11,Producto incorrecto
D01177,V005770,C00467,2025-12-06,Producto incorrecto
D01178,V005772,C00776,2025-03-01,Producto defectuoso
D01179,V005774,C00230,2025-09-12,Cambio de opinión
D01180,V005784,C00292,2025-02-08,Producto dañado
D01181,V005785,C00892,2025-10-20,Producto defectuoso
D01182,V005792,C00710,2025-10-09,Entrega tardía
D01183,V005805,C00146,2025-03-12,Producto incorrecto
D01184,V005827,C00430,2025-12-25,Cambio de opinión
D01185,V005830,C00460,2025-05-11,Producto incorrecto
D01186,V005833,C01104,2025-12-29,Entrega tardía
D01187,V005835,C00479,2025-01-30,Entrega tardía
D01188,V005838,C00876,2025-11-30,Producto defectuoso
D01189,V005839,C00789,2025-05-09,Producto incorrecto
D01190,V005852,C00819,2025-01-15,Producto incorrecto
D01191,V005853,C00555,2025-06-18,Producto incorrecto
D01192,V005855,C00652,2025-08-06,Producto incorrecto
D01193,V005856,C00900,2025-03-08,Cambio de opinión
D01194,V005857,C01090,2025-09-18,Producto incorrecto
D01195,V005869,C00208,2025-10-11,Producto incorrecto
D01196,V005873,C00618,2025-07-29,Entrega tardía
D01197,V005878,C00982,2025-02-08,Cambio de opinión
D01198,V005883,C00124,2025-06-07,Producto incorrecto
D01199,V005885,C00309,2025-09-10,Cambio de opinión
D01200,V005898,C00703,2025-07-23,Producto dañado
D01201,V005901,C00281,2025-07-11,Producto incorrecto
D01202,V005905,C00284,2026-01-08,Entrega tardía
D01203,V005907,C01037,2025-03-23,Producto incorrecto
D01204,V005908,C01035,2025-05-07,Entrega tardía
D01205,V005915,C00709,2025-02-19,Producto incorrecto
D01206,V005921,C00159,2025-01-18,Producto incorrecto
D01207,V005923,C00093,2025-06-06,Producto defectuoso
D01208,V005929,C01027,2025-11-12,Entrega tardía
D01209,V005930,C01115,2025-06-06,Cambio de opinión
D01210,V005937,C00707,2025-12-18,Producto defectuoso
D01211,V005941,C00999,2025-07-25,Producto defectuoso
D01212,V005946,C00682,2025-12-30,Cambio de opinión
D01213,V005950,C00015,2025-03-23,Producto defectuoso
D01214,V005951,C00261,2025-04-26,Producto incorrecto
D01215,V005968,C00115,2025-07-21,Producto incorrecto
D01216,V005977,C00326,2025-12-08,Producto defectuoso
D01217,V005987,C00676,2025-02-12,Producto defectuoso
D01218,V005994,C00502,2025-04-22,Cambio de opinión
D01219,V005997,C00361,2025-08-14,Cambio de opinión
D01220,V006001,C01060,2025-10-24,Producto defectuoso
D01221,V006002,C00800,2025-02-12,Producto dañado
D01222,V006007,C00480,2025-11-07,Producto defectuoso
D01223,V006020,C00556,2025-12-11,Producto defectuoso
D01224,V006024,C00747,2025-05-06,Producto dañado
D01225,V006029,C00562,2025-11-25,Producto dañado
D01226,V006031,C00892,2025-06-29,Producto incorrecto
D01227,V006034,C00834,2025-12-18,Producto incorrecto
D01228,V006037,C00867,2025-11-30,Producto incorrecto
D01229,V006044,C00660,2025-04-11,Entrega tardía
D01230,V006054,C00809,2025-11-27,Producto defectuoso
D01231,V006058,C01157,2025-01-28,Producto dañado
D01232,V006060,C00397,2025-06-29,Entrega tardía
D01233,V006062,C01126,2025-05-20,Producto defectuoso
D01234,V006072,C00926,2025-11-09,Cambio de opinión
D01235,V006075,C00557,2025-04-18,Cambio de opinión
D01236,V006089,C01200,2025-08-19,Producto incorrecto
D01237,V006094,C00669,2025-11-06,Entrega tardía
D01238,V006104,C00990,2025-04-26,Producto dañado
D01239,V006124,C01189,2025-10-04,Producto defectuoso
D01240,V006125,C01054,2025-02-05,Producto incorrecto
D01241,V006127,C00217,2025-09-10,Producto defectuoso
D01242,V006132,C00028,2025-08-29,Producto incorrecto
D01243,V006140,C00573,2025-05-17,Cambio de opinión
D01244,V006144,C00349,2025-02-16,Entrega tardía
D01245,V006147,C00643,2025-02-12,Producto dañado
D01246,V006157,C01059,2025-07-22,Producto dañado
D01247,V006158,C01043,2025-02-10,Producto dañado
D01248,V006164,C00321,2025-02-06,Producto incorrecto
D01249,V006171,C01139,2025-05-26,Producto incorrecto
D01250,V006179,C01063,2026-01-16,Producto dañado
D01251,V006180,C00772,2025-11-21,Producto incorrecto
D01252,V006183,C00665,2025-06-02,Cambio de opinión
D01253,V006191,C00119,2025-08-28,Producto defectuoso
D01254,V006192,C00587,2025-07-09,Producto incorrecto
D01255,V006194,C01026,2025-12-16,Cambio de opinión
D01256,V006200,C00886,2025-08-01,Entrega tardía
D01257,V006201,C00713,2025-09-14,Entrega tardía
D01258,V006202,C00986,2026-01-17,Producto dañado
D01259,V006205,C00403,2025-06-24,Entrega tardía
D01260,V006207,C00361,2025-08-30,Producto incorrecto
D01261,V006214,C00424,2025-06-18,Producto incorrecto
D01262,V006217,C00104,2025-12-23,Cambio de opinión
D01263,V006218,C01070,2025-11-25,Producto dañado
D01264,V006220,C00765,2025-03-17,Entrega tardía
D01265,V006235,C00814,2025-08-28,Producto incorrecto
D01266,V006238,C01159,2025-09-10,Entrega tardía
D01267,V006242,C00746,2025-09-04,Cambio de opinión
D01268,V006247,C01160,2025-04-19,Producto incorrecto
D01269,V006251,C00466,2025-09-19,Producto dañado
D01270,V006253,C00038,2025-12-21,Producto incorrecto
D01271,V006257,C00509,2025-09-17,Producto incorrecto
D01272,V006260,C00061,2025-03-08,Producto incorrecto
D01273,V006266,C00854,2025-07-29,Entrega tardía
D01274,V006268,C00986,2025-07-28,Cambio de opinión
D01275,V006271,C00756,2025-06-08,Producto incorrecto
D01276,V006274,C01151,2025-02-09,Producto dañado
D01277,V006279,C00486,2025-08-24,Cambio de opinión
D01278,V006280,C00992,2025-12-18,Cambio de opinión
D01279,V006285,C00301,2025-10-22,Producto dañado
D01280,V006292,C00020,2025-04-18,Producto dañado
D01281,V006300,C00571,2025-11-28,Producto incorrecto
D01282,V006304,C00079,2025-12-29,Entrega tardía
D01283,V006305,C01103,2025-05-25,Cambio de opinión
D01284,V006312,C00717,2025-07-31,Entrega tardía
D01285,V006313,C00074,2025-10-30,Producto dañado
D01286,V006315,C00282,2025-10-30,Producto incorrecto
D01287,V006319,C00579,2025-04-13,Cambio de opinión
D01288,V006322,C00315,2025-12-25,Entrega tardía
D01289,V006333,C00673,2025-10-03,Producto dañado
D01290,V006334,C00096,2025-12-15,Cambio de opinión
D01291,V006337,C00656,2025-01-28,Entrega tardía
D01292,V006338,C00817,2025-12-28,Producto incorrecto
D01293,V006342,C00812,2025-04-16,Producto incorrecto
D01294,V006343,C00764,2025-07-29,Producto defectuoso
D01295,V006357,C00013,2025-08-27,Producto defectuoso
D01296,V006365,C01087,2025-02-15,Cambio de opinión
D01297,V006371,C00995,2025-10-25,Cambio de opinión
D01298,V006396,C00174,2025-08-27,Entrega tardía
D01299,V006400,C00942,2025-03-19,Producto incorrecto
D01300,V006407,C00149,2025-07-06,Producto dañado
D01301,V006414,C00884,2025-04-04,Producto incorrecto
D01302,V006415,C00737,2025-11-06,Producto dañado
D01303,V006426,C00044,2025-11-22,Producto defectuoso
D01304,V006437,C00090,2025-06-09,Producto incorrecto
D01305,V006441,C00160,2025-06-12,Producto dañado
D01306,V006444,C00856,2025-11-13,Producto dañado
D01307,V006446,C00548,2025-03-05,Producto dañado
D01308,V006448,C00492,2025-01-26,Producto incorrecto
D01309,V006454,C00155,2025-07-14,Cambio de opinión
D01310,V006456,C00954,2025-09-09,Producto incorrecto
D01311,V006457,C00511,2025-10-03,Cambio de opinión
D01312,V006460,C01003,2025-08-09,Entrega tardía
D01313,V006462,C00327,2025-12-28,Producto defectuoso
D01314,V006472,C00976,2025-01-24,Entrega tardía
D01315,V006498,C01122,2025-09-25,Producto defectuoso
D01316,V006504,C00345,2025-10-28,Cambio de opinión
D01317,V006510,C00506,2025-07-28,Producto incorrecto
D01318,V006511,C00610,2025-12-07,Producto defectuoso
D01319,V006515,C00581,2025-05-31,Cambio de opinión
D01320,V006520,C01080,2025-10-13,Cambio de opinión
D01321,V006526,C00420,2025-08-28,Cambio de opinión
D01322,V006531,C00557,2025-05-03,Cambio de opinión
D01323,V006534,C00033,2025-05-22,Cambio de opinión
D01324,V006537,C01137,2025-04-08,Producto defectuoso
D01325,V006546,C00037,2025-04-06,Entrega tardía
D01326,V006550,C00983,2026-01-13,Cambio de opinión
D01327,V006557,C00479,2025-03-14,Producto dañado
D01328,V006560,C00629,2025-12-09,Producto defectuoso
D01329,V006561,C00308,2025-03-15,Entrega tardía
D01330,V006566,C00933,2025-08-25,Entrega tardía
D01331,V006567,C00632,2025-11-07,Entrega tardía
D01332,V006568,C00470,2025-07-01,Producto dañado
D01333,V006569,C00926,2025-05-04,Cambio de opinión
D01334,V006583,C01074,2025-07-29,Producto defectuoso
D01335,V006606,C00198,2025-02-26,Producto dañado
D01336,V006607,C00331,2025-07-07,Cambio de opinión
D01337,V006617,C00761,2025-03-07,Cambio de opinión
D01338,V006619,C01188,2025-10-06,Producto defectuoso
D01339,V006621,C00881,2025-05-21,Entrega tardía
D01340,V006633,C00662,2025-11-15,Producto incorrecto
D01341,V006634,C00065,2025-04-09,Producto dañado
D01342,V006637,C01047,2025-04-09,Producto incorrecto
D01343,V006643,C00032,2025-07-23,Cambio de opinión
D01344,V006645,C01042,2025-08-30,Producto incorrecto
D01345,V006649,C00466,2026-01-10,Producto incorrecto
D01346,V006657,C00064,2026-01-04,Entrega tardía
D01347,V006660,C00476,2025-11-04,Producto defectuoso
D01348,V006665,C00554,2025-06-24,Producto dañado
D01349,V006667,C00935,2025-04-11,Producto incorrecto
D01350,V006670,C00672,2025-04-29,Cambio de opinión
D01351,V006677,C01037,2025-05-09,Producto dañado
D01352,V006679,C00715,2026-01-10,Entrega tardía
D01353,V006680,C00258,2026-01-07,Producto incorrecto
D01354,V006684,C00870,2025-06-29,Producto incorrecto
D01355,V006686,C00046,2025-09-28,Producto defectuoso
D01356,V006687,C00665,2026-01-15,Producto defectuoso
D01357,V006689,C00695,2025-08-05,Entrega tardía
D01358,V006697,C00882,2025-12-08,Producto incorrecto
D01359,V006704,C00634,2025-09-28,Producto incorrecto
D01360,V006708,C00819,2025-08-27,Producto dañado
D01361,V006711,C00416,2025-07-22,Cambio de opinión
D01362,V006721,C00723,2025-02-23,Cambio de opinión
D01363,V006724,C01052,2025-04-22,Cambio de opinión
D01364,V006729,C00471,2025-03-24,Cambio de opinión
D01365,V006733,C01001,2025-02-17,Producto incorrecto
D01366,V006744,C00211,2025-10-09,Producto defectuoso
D01367,V006754,C00018,2025-10-13,Entrega tardía
D01368,V006757,C00532,2025-09-27,Entrega tardía
D01369,V006763,C00882,2025-06-30,Entrega tardía
D01370,V006768,C00125,2025-11-29,Producto defectuoso
D01371,V006769,C01078,2025-05-30,Cambio de opinión
D01372,V006771,C00473,2025-11-29,Entrega tardía
D01373,V006773,C00457,2025-07-29,Producto dañado
D01374,V006779,C01162,2025-09-12,Cambio de opinión
D01375,V006784,C00488,2025-10-03,Producto incorrecto
D01376,V006793,C01015,2025-07-28,Producto dañado
D01377,V006794,C01074,2025-09-01,Entrega tardía
D01378,V006799,C00357,2025-02-27,Entrega tardía
D01379,V006800,C00448,2025-10-27,Producto defectuoso
D01380,V006803,C00826,2025-07-24,Cambio de opinión
D01381,V006804,C00506,2025-06-08,Producto dañado
D01382,V006809,C00213,2025-12-04,Producto dañado
D01383,V006819,C00382,2025-03-10,Producto defectuoso
D01384,V006823,C00096,2025-02-23,Producto defectuoso
D01385,V006830,C00148,2025-03-04,Entrega tardía
D01386,V006846,C00521,2025-11-15,Producto defectuoso
D01387,V006847,C00578,2025-09-29,Producto defectuoso
D01388,V006849,C00005,2026-01-19,Producto incorrecto
D01389,V006861,C00426,2025-08-29,Producto incorrecto
D01390,V006864,C00963,2025-06-01,Entrega tardía
D01391,V006865,C01039,2026-01-14,Producto dañado
D01392,V006872,C01020,2025-01-06,Producto incorrecto
D01393,V006873,C01113,2025-03-10,Cambio de opinión
D01394,V006875,C00464,2025-06-16,Producto defectuoso
D01395,V006881,C00782,2025-07-20,Producto defectuoso
D01396,V006885,C00453,2025-07-02,Cambio de opinión
D01397,V006889,C00336,2025-08-14,Producto dañado
D01398,V006891,C00870,2025-01-18,Producto dañado
D01399,V006896,C00939,2025-10-20,Producto incorrecto
D01400,V006901,C00463,2025-10-23,Cambio de opinión
D01401,V006905,C00391,2025-02-12,Producto defectuoso
D01402,V006910,C00886,2025-12-05,Producto incorrecto
D01403,V006913,C00642,2025-09-22,Entrega tardía
D01404,V006916,C01034,2025-10-16,Entrega tardía
D01405,V006926,C00786,2025-06-14,Producto incorrecto
D01406,V006929,C00481,2026-01-13,Producto incorrecto
D01407,V006930,C00551,2025-02-22,Cambio de opinión
D01408,V006933,C00453,2025-10-06,Producto incorrecto
D01409,V006939,C01113,2025-09-16,Producto incorrecto
D01410,V006940,C00338,2025-07-27,Cambio de opinión
D01411,V006946,C00506,2025-08-19,Entrega tardía
D01412,V006947,C00555,2025-06-01,Producto dañado
D01413,V006961,C01198,2025-12-09,Cambio de opinión
D01414,V006964,C00698,2025-04-01,Cambio de opinión
D01415,V006974,C00197,2025-08-03,Producto incorrecto
D01416,V006977,C00959,2025-08-27,Cambio de opinión
D01417,V006981,C00775,2026-01-06,Producto incorrecto
D01418,V006983,C01103,2025-05-03,Producto incorrecto
D01419,V006993,C01162,2025-04-08,Entrega tardía
D01420,V006998,C00896,2025-08-30,Producto incorrecto
D01421,V007010,C00660,2025-07-22,Producto incorrecto
D01422,V007017,C00973,2025-12-29,Producto dañado
D01423,V007024,C00309,2025-01-21,Producto defectuoso
D01424,V007026,C00685,2025-10-05,Cambio de opinión
D01425,V007034,C00737,2025-07-19,Producto incorrecto
D01426,V007037,C00545,2025-07-18,Producto dañado
D01427,V007041,C00094,2025-12-26,Producto defectuoso
D01428,V007043,C00982,2025-06-04,Producto defectuoso
D01429,V007046,C01116,2025-05-23,Entrega tardía
D01430,V007047,C00206,2025-10-10,Producto incorrecto
D01431,V007050,C00964,2025-07-06,Producto incorrecto
D01432,V007058,C00608,2025-04-29,Producto dañado
D01433,V007060,C00646,2025-07-30,Cambio de opinión
D01434,V007063,C00801,2025-03-03,Entrega tardía
D01435,V007065,C00964,2025-07-10,Producto dañado
D01436,V007073,C00498,2025-04-08,Producto incorrecto
D01437,V007075,C00840,2025-10-27,Entrega tardía
D01438,V007079,C00532,2025-05-22,Producto dañado
D01439,V007081,C00991,2025-06-23,Entrega tardía
D01440,V007085,C00630,2025-02-14,Producto defectuoso
D01441,V007086,C00124,2025-04-10,Cambio de opinión
D01442,V007095,C00259,2025-09-21,Cambio de opinión
D01443,V007097,C00022,2025-12-22,Cambio de opinión
D01444,V007103,C00586,2025-07-13,Entrega tardía
D01445,V007105,C00717,2025-12-16,Cambio de opinión
D01446,V007107,C00322,2025-11-16,Producto dañado
D01447,V007111,C00929,2026-01-01,Producto defectuoso
D01448,V007112,C00806,2025-06-23,Producto dañado
D01449,V007123,C01060,2025-06-12,Producto dañado
D01450,V007126,C00366,2025-04-20,Producto defectuoso
D01451,V007135,C00181,2025-03-07,Entrega tardía
D01452,V007136,C00537,2025-07-26,Producto dañado
D01453,V007138,C00459,2025-12-17,Entrega tardía
D01454,V007145,C00916,2025-04-23,Producto dañado
D01455,V007147,C01125,2025-04-23,Producto defectuoso
D01456,V007153,C00413,2025-07-11,Entrega tardía
D01457,V007155,C01043,2025-06-14,Producto incorrecto
D01458,V007157,C00111,2025-10-24,Producto defectuoso
D01459,V007158,C00830,2025-08-02,Producto incorrecto
D01460,V007164,C01107,2025-04-16,Entrega tardía
D01461,V007171,C00064,2025-04-17,Producto dañado
D01462,V007179,C00130,2025-09-06,Cambio de opinión
D01463,V007181,C01163,2025-06-27,Entrega tardía
D01464,V007192,C01127,2025-06-23,Producto incorrecto
D01465,V007193,C00914,2025-04-29,Producto dañado
D01466,V007196,C00771,2025-08-06,Producto defectuoso
D01467,V007203,C00118,2025-02-14,Cambio de opinión
D01468,V007205,C00163,2025-09-07,Producto dañado
D01469,V007212,C00421,2025-02-09,Producto incorrecto
D01470,V007214,C00446,2025-06-05,Cambio de opinión
D01471,V007218,C00744,2025-08-14,Entrega tardía
D01472,V007219,C00304,2025-10-09,Producto incorrecto
D01473,V007223,C01087,2025-11-10,Producto defectuoso
D01474,V007230,C01031,2025-10-05,Producto incorrecto
D01475,V007234,C01035,2025-10-02,Entrega tardía
D01476,V007235,C00383,2025-10-19,Producto dañado
D01477,V007244,C00389,2025-12-29,Producto incorrecto
D01478,V007257,C00687,2025-03-25,Entrega tardía
D01479,V007268,C00675,2025-05-25,Producto incorrecto
D01480,V007273,C00199,2025-08-18,Entrega tardía
D01481,V007276,C00870,2025-05-26,Producto defectuoso
D01482,V007278,C01141,2025-07-19,Producto dañado
D01483,V007280,C00843,2025-04-24,Producto defectuoso
D01484,V007282,C00634,2025-01-20,Producto dañado
D01485,V007301,C01078,2025-06-30,Entrega tardía
D01486,V007304,C00823,2025-09-19,Producto dañado
D01487,V007315,C00131,2025-11-16,Producto defectuoso
D01488,V007316,C00221,2025-05-17,Cambio de opinión
D01489,V007319,C00729,2025-06-08,Producto defectuoso
D01490,V007333,C01071,2025-03-02,Producto dañado
D01491,V007334,C01070,2025-01-24,Entrega tardía
D01492,V007343,C00431,2025-10-12,Producto defectuoso
D01493,V007348,C00863,2025-02-06,Cambio de opinión
D01494,V007361,C00994,2025-06-25,Cambio de opinión
D01495,V007362,C00682,2025-05-05,Cambio de opinión
D01496,V007363,C00275,2025-06-01,Cambio de opinión
D01497,V007366,C00403,2025-08-08,Producto incorrecto
D01498,V007383,C01164,2025-08-17,Producto defectuoso
D01499,V007388,C00936,2025-05-20,Entrega tardía
D01500,V007399,C00197,2025-02-02,Producto incorrecto
D01501,V007404,C01098,2025-11-14,Producto incorrecto
D01502,V007405,C00148,2025-01-05,Producto dañado
D01503,V007406,C00232,2025-08-17,Entrega tardía
D01504,V007416,C00924,2025-12-31,Producto defectuoso
D01505,V007417,C00657,2025-10-27,Cambio de opinión
D01506,V007420,C00736,2025-05-28,Producto defectuoso
D01507,V007426,C01087,2025-12-15,Producto dañado
D01508,V007428,C00998,2025-05-16,Producto incorrecto
D01509,V007431,C00672,2025-07-12,Entrega tardía
D01510,V007435,C01034,2025-01-31,Producto dañado
D01511,V007439,C01009,2025-11-16,Producto dañado
D01512,V007449,C00474,2025-04-01,Producto incorrecto
D01513,V007451,C00089,2025-07-28,Producto defectuoso
D01514,V007457,C00031,2026-01-25,Producto dañado
D01515,V007459,C00788,2025-11-05,Producto incorrecto
D01516,V007460,C00071,2025-11-24,Producto dañado
D01517,V007462,C00336,2025-12-21,Entrega tardía
D01518,V007465,C00808,2025-04-24,Producto dañado
D01519,V007468,C00127,2025-03-17,Producto dañado
D01520,V007471,C00061,2025-06-12,Producto incorrecto
D01521,V007474,C00460,2025-09-19,Producto dañado
D01522,V007502,C01127,2025-08-15,Producto defectuoso
D01523,V007503,C01047,2025-05-13,Producto defectuoso
D01524,V007506,C00427,2025-03-10,Producto dañado
D01525,V007507,C00991,2025-12-26,Entrega tardía
D01526,V007508,C00064,2025-08-03,Entrega tardía
